1000
2000
287,488
287,491
491,287
491,933
933,491
933,574
574,933
574,687
687,574
687,998
998,687
998,726
726,998
726,515
515,726
515,445
445,515
445,993
993,445
993,858
858,993
858,358
358,858
358,922
922,358
922,364
364,922
364,870
870,364
870,646
646,870
646,201
201,646
201,670
670,201
670,32
32,670
32,96
96,32
96,275
275,96
275,510
510,275
510,658
658,510
658,821
821,658
821,506
506,821
506,247
247,506
247,764
764,247
764,58
58,764
58,474
474,58
474,177
177,474
177,7
7,177
7,841
841,7
841,94
94,841
94,581
581,94
581,663
663,581
663,725
725,663
725,624
624,725
624,846
846,624
846,785
785,846
785,643
643,785
643,252
252,643
252,462
462,252
462,187
187,462
187,877
877,187
877,300
300,877
300,734
734,300
734,641
641,734
641,650
650,641
650,531
531,650
531,984
984,531
984,343
343,984
343,30
30,343
30,376
376,30
376,801
801,376
801,500
500,801
500,209
209,500
209,47
47,209
47,119
119,47
119,74
74,119
74,684
684,74
684,533
533,684
533,891
891,533
891,473
473,891
473,762
762,473
762,283
283,762
283,98
98,283
98,600
600,98
600,69
69,600
69,598
598,69
598,676
676,598
676,339
339,676
339,332
332,339
332,146
146,332
146,411
411,146
411,530
530,411
530,496
496,530
496,363
363,496
363,241
241,363
241,880
880,241
880,467
467,880
467,134
134,467
134,771
771,134
771,895
895,771
895,565
565,895
565,226
226,565
226,353
353,226
353,579
579,353
579,950
950,579
950,463
463,950
463,774
774,463
774,612
612,774
612,423
423,612
423,827
827,423
827,770
770,827
770,1
1,770
1,622
622,1
622,587
587,622
587,288
288,587
288,595
595,288
595,419
419,595
419,537
537,419
537,756
756,537
756,195
195,756
195,325
325,195
325,290
290,325
290,394
394,290
394,375
375,394
375,291
291,375
291,708
708,291
708,564
564,708
564,311
311,564
311,840
840,311
840,857
857,840
857,659
659,857
659,913
913,659
913,107
107,913
107,231
231,107
231,189
189,231
189,368
368,189
368,379
379,368
379,667
667,379
667,900
900,667
900,194
194,900
194,547
547,194
547,995
995,547
995,602
602,995
602,777
777,602
777,813
813,777
813,304
304,813
304,5
5,304
5,917
917,5
917,727
727,917
727,145
145,727
145,700
700,145
700,572
572,700
572,578
578,572
578,382
382,578
382,934
934,382
934,482
482,934
482,101
101,482
101,393
393,101
393,439
439,393
439,731
731,439
731,26
26,731
26,19
19,26
19,477
477,19
477,859
859,477
859,795
795,859
795,896
896,795
896,753
753,896
753,95
95,753
95,627
627,95
627,744
744,627
744,882
882,744
882,68
68,882
68,518
518,68
518,499
499,518
499,582
582,499
582,354
354,582
354,117
117,354
117,306
306,117
306,174
174,306
174,849
849,174
849,901
901,849
901,233
233,901
233,483
483,233
483,502
502,483
502,928
928,502
928,577
577,928
577,545
545,577
545,839
839,545
839,295
295,839
295,629
629,295
629,93
93,629
93,962
962,93
962,694
694,962
694,192
192,694
192,695
695,192
695,690
690,695
690,313
313,690
313,4
4,313
4,428
428,4
428,555
555,428
555,115
115,555
115,644
644,115
644,954
954,644
954,402
402,954
402,461
461,402
461,874
874,461
874,444
444,874
444,585
585,444
585,750
750,585
750,834
834,750
834,270
270,834
270,378
378,270
378,653
653,378
653,559
559,653
559,224
224,559
224,701
701,224
701,352
352,701
352,39
39,352
39,172
172,39
172,509
509,172
509,150
150,509
150,17
17,150
17,912
912,17
912,570
570,912
570,54
54,570
54,178
178,54
178,330
330,178
330,666
666,330
666,106
106,666
106,44
44,106
44,704
704,44
704,925
925,704
925,183
183,925
183,525
525,183
525,418
418,525
418,272
272,418
272,395
395,272
395,597
597,395
597,302
302,597
302,60
60,302
60,848
848,60
848,920
920,848
920,365
365,920
365,340
340,365
340,844
844,340
844,576
576,844
576,77
77,576
77,798
798,77
798,207
207,798
207,630
630,207
630,887
887,630
887,751
751,887
751,772
772,751
772,293
293,772
293,53
53,293
53,717
717,53
717,258
258,717
258,746
746,258
746,370
370,746
370,285
285,370
285,730
730,285
730,344
344,730
344,832
832,344
832,749
749,832
749,640
640,749
640,328
328,640
328,23
23,328
23,845
845,23
845,190
190,845
190,362
362,190
362,909
909,362
909,319
319,909
319,661
661,319
661,943
943,661
943,432
432,943
432,620
620,432
620,743
743,620
743,982
982,743
982,48
48,982
48,782
782,48
782,809
809,782
809,323
323,809
323,280
280,323
280,688
688,280
688,276
276,688
276,869
869,276
869,73
73,869
73,981
981,73
981,783
783,981
783,297
297,783
297,366
366,297
366,142
142,366
142,38
38,142
38,855
855,38
855,789
789,855
789,123
123,789
123,111
111,123
111,872
872,111
872,55
55,872
55,274
274,55
274,826
826,274
826,346
346,826
346,438
438,346
438,279
279,438
279,820
820,279
820,40
40,820
40,503
503,40
503,443
443,503
443,199
199,443
199,454
454,199
454,668
668,454
668,738
738,668
738,161
161,738
161,930
930,161
930,15
15,930
15,724
724,15
724,945
945,724
945,472
472,945
472,935
935,472
935,336
336,935
336,940
940,336
940,557
557,940
557,505
505,557
505,484
484,505
484,447
447,484
447,830
830,447
830,476
476,830
476,825
825,476
825,292
292,825
292,91
91,292
91,776
776,91
776,879
879,776
879,906
906,879
906,167
167,906
167,6
6,167
6,25
25,6
25,778
778,25
778,961
961,778
961,314
314,961
314,888
888,314
888,251
251,888
251,558
558,251
558,243
243,558
243,240
240,243
240,12
12,240
12,501
501,12
501,143
143,501
143,202
202,143
202,648
648,202
648,903
903,648
903,347
347,903
347,381
381,347
381,898
898,381
898,86
86,898
86,398
398,86
398,20
20,398
20,628
628,20
628,27
27,628
27,673
673,27
673,534
534,673
534,62
62,534
62,83
83,62
83,949
949,83
949,571
571,949
571,498
498,571
498,367
367,498
367,517
517,367
517,894
894,517
894,179
179,894
179,865
865,179
865,927
927,865
927,613
613,927
613,50
50,613
50,748
748,50
748,560
560,748
560,10
10,560
10,919
919,10
919,277
277,919
277,168
168,277
168,184
184,168
184,951
951,184
951,651
651,951
651,337
337,651
337,449
449,337
449,372
372,449
372,342
342,372
342,37
37,342
37,526
526,37
526,816
816,526
816,216
216,816
216,675
675,216
675,21
21,675
21,244
244,21
244,871
871,244
871,113
113,871
113,542
542,113
542,481
481,542
481,49
49,481
49,120
120,49
120,137
137,120
137,893
893,137
893,281
281,893
281,623
623,281
623,264
264,623
264,722
722,264
722,210
210,722
210,415
415,210
415,733
733,415
733,169
169,733
169,356
356,169
356,148
148,356
148,36
36,148
36,729
729,36
729,180
180,729
180,864
864,180
864,552
552,864
552,456
456,552
456,763
763,456
763,110
110,763
110,268
268,110
268,377
377,268
377,139
139,377
139,854
854,139
854,121
121,854
121,755
755,121
755,715
715,755
715,797
797,715
797,988
988,797
988,399
399,988
399,490
490,399
490,781
781,490
781,616
616,781
616,164
164,616
164,561
561,164
561,910
910,561
910,97
97,910
97,132
132,97
132,171
171,132
171,965
965,171
965,79
79,965
79,267
267,79
267,219
219,267
219,674
674,219
674,31
31,674
31,513
513,31
513,605
605,513
605,804
804,605
804,321
321,804
321,451
451,321
451,125
125,451
125,619
619,125
619,520
520,619
520,257
257,520
257,946
946,257
946,889
889,946
889,130
130,889
130,422
422,130
422,967
967,422
967,647
647,967
647,607
607,647
607,805
805,607
805,128
128,805
128,198
198,128
198,588
588,198
588,955
955,588
955,464
464,955
464,230
230,464
230,592
592,230
592,803
803,592
803,959
959,803
959,82
82,959
82,208
208,82
208,228
228,208
228,220
220,228
220,683
683,220
683,972
972,683
972,916
916,972
916,390
390,916
390,294
294,390
294,239
239,294
239,563
563,239
563,289
289,563
289,527
527,289
527,689
689,527
689,759
759,689
759,310
310,759
310,765
765,310
765,739
739,765
739,980
980,739
980,265
265,980
265,248
248,265
248,191
191,248
191,956
956,191
956,504
504,956
504,471
471,504
471,263
263,471
263,611
611,263
611,236
236,611
236,108
108,236
108,990
990,108
990,535
535,990
535,489
489,535
489,235
235,489
235,181
181,235
181,24
24,181
24,723
723,24
723,351
351,723
351,523
523,351
523,639
639,523
639,693
693,639
693,941
941,693
941,975
975,941
975,286
286,975
286,214
214,286
214,890
890,214
890,203
203,890
203,799
799,203
799,835
835,799
835,383
383,835
383,433
433,383
433,741
741,433
741,458
458,741
458,606
606,458
606,404
404,606
404,963
963,404
963,862
862,963
862,88
88,862
88,122
122,88
122,109
109,122
109,678
678,109
678,819
819,678
819,29
29,819
29,918
918,29
918,360
360,918
360,833
833,360
833,899
899,833
899,828
828,899
828,260
260,828
260,420
420,260
420,575
575,420
575,213
213,575
213,971
971,213
971,271
271,971
271,65
65,271
65,680
680,65
680,361
361,680
361,151
151,361
151,713
713,151
713,836
836,713
836,434
434,836
434,554
554,434
554,435
435,554
435,543
543,435
543,170
170,543
170,671
671,170
671,163
163,671
163,637
637,163
637,516
516,637
516,157
157,516
157,18
18,157
18,448
448,18
448,544
544,448
544,0
0,544
0,568
568,0
568,609
609,568
609,16
16,609
16,938
938,16
938,273
273,938
273,215
215,273
215,412
412,215
412,61
61,412
61,974
974,61
974,246
246,974
246,144
144,246
144,796
796,144
796,863
863,796
863,876
876,863
876,67
67,876
67,357
357,67
357,320
320,357
320,322
322,320
322,991
991,322
991,709
709,991
709,745
745,709
745,549
549,745
549,885
885,549
885,937
937,885
937,303
303,937
303,692
692,303
692,460
460,692
460,810
810,460
810,437
437,810
437,359
359,437
359,141
141,359
141,712
712,141
712,147
147,712
147,529
529,147
529,665
665,529
665,373
373,665
373,631
631,373
631,22
22,631
22,493
493,22
493,728
728,493
728,442
442,728
442,234
234,442
234,973
973,234
973,924
924,973
924,126
126,924
126,176
176,126
176,284
284,176
284,599
599,284
599,156
156,599
156,952
952,156
952,779
779,952
779,85
85,779
85,221
221,85
221,255
255,221
255,78
78,255
78,978
978,78
978,524
524,978
524,206
206,524
206,331
331,206
331,884
884,331
884,155
155,884
155,470
470,155
470,861
861,470
861,348
348,861
348,792
792,348
792,135
135,792
135,478
478,135
478,301
301,478
301,977
977,301
977,589
589,977
589,480
480,589
480,34
34,480
34,266
266,34
